categorie,type,difficulte,question,reponse_correcte,reponses_incorrectes,toutes_reponses
Science & Nature,multiple,hard,What nucleotide pairs with guanine?,Cytosine,Thymine|Adenine|Uracil,Cytosine|Thymine|Adenine|Uracil
Entertainment: Video Games,multiple,hard,"In ""Call Of Duty: Zombies"", which map's opening cutscene shows ""Richtofen"" killing another version of himself?",The Giant,Shadows Of Evil|Der Eisendrache|Moon,The Giant|Shadows Of Evil|Der Eisendrache|Moon
Sports,multiple,hard,Who scored the injury time winning goal in the 1999 UEFA Champions League final between Manchester United and Bayern Munich?,Ole Gunnar Solskjær,Dwight Yorke|Andy Cole|David Beckham,Ole Gunnar Solskjær|Dwight Yorke|Andy Cole|David Beckham
Vehicles,multiple,easy,The LS2 engine is how many cubic inches?,364,346|376|402,364|346|376|402
Entertainment: Video Games,multiple,medium,"Which of these stages is not playable in ""Super Smash Bros. for Wii U""?",Fountain of Dreams,Bridge of Eldin|75m|Miiverse,Fountain of Dreams|Bridge of Eldin|75m|Miiverse
Politics,multiple,hard,"""Yes, America Can!"" was this United States politician's de facto campaign slogan in 2004.",George W. Bush,John Kerry|Barack Obama|Al Gore,George W. Bush|John Kerry|Barack Obama|Al Gore
Entertainment: Music,multiple,medium,"What year was Weezer's album ""Pinkerton"" released? ",1996,1990|2001|1994,1996|1990|2001|1994
General Knowledge,multiple,hard,"What is the romanized Chinese word for ""airplane""?",Feiji,Qiche|Zongxian|Huojian,Feiji|Qiche|Zongxian|Huojian
Geography,multiple,medium,Which of the following is not a megadiverse country - one that harbors a high number of the earth's endemic species?,Thailand,Peru|Mexico|South Africa,Thailand|Peru|Mexico|South Africa
History,multiple,medium,When was the Grand Patriotic War in the USSR concluded?,"May 9th, 1945","September 2nd, 1945|August 9th, 1945|December 11th, 1945","May 9th, 1945|September 2nd, 1945|August 9th, 1945|December 11th, 1945"
Entertainment: Video Games,multiple,medium,Which franchise had a special event hosted in the popular MMORPG Final Fantasy XIV: A Realm Reborn?,Yo-kai Watch,Pokémon|Yu-gi-oh|Buddyfight,Yo-kai Watch|Pokémon|Yu-gi-oh|Buddyfight
Science & Nature,multiple,medium,The human right lung has how many lobes?,3,4|2|1,3|4|2|1
Politics,multiple,easy,"Which former US president was nicknamed ""Teddy"" after he refused to shoot a defenseless black bear?",Theodore Roosevelt,Woodrow Wilson|James F. Fielder|Andrew Jackson,Theodore Roosevelt|Woodrow Wilson|James F. Fielder|Andrew Jackson
Geography,multiple,medium,Where is the area commonly known as the Bermuda Triangle?,"North Atlantic Ocean, between Florida and Puerto Rico","North Pacific Ocean, between Japan and the USA|In the Caribbean Sea|South Pacific Ocean, far off Chile","North Atlantic Ocean, between Florida and Puerto Rico|North Pacific Ocean, between Japan and the USA|In the Caribbean Sea|South Pacific Ocean, far off Chile"
Entertainment: Television,multiple,medium,"In ""The Big Bang Theory"", what is Howard Wolowitz's nickname in World of Warcraft?",Wolowizard,Sheldor|Rajesh|Priya,Wolowizard|Sheldor|Rajesh|Priya
Entertainment: Books,multiple,hard,"The novel ""Jane Eyre"" was written by what author? ",Charlotte Brontë,Emily Brontë|Jane Austen|Louisa May Alcott,Charlotte Brontë|Emily Brontë|Jane Austen|Louisa May Alcott
Entertainment: Video Games,multiple,medium,"In the ""S.T.A.L.K.E.R."" series, which of these items can't be used to lower the player's accumulated radiation?",Radioprotectant,Anti-rad|Medkit|Vodka,Radioprotectant|Anti-rad|Medkit|Vodka
Entertainment: Books,multiple,hard,What is the name of the town in which Lily and James Potter are buried?,Godric's Hollow,Hogsmeade|Ottery St. Catchpole|Little Hangleton,Godric's Hollow|Hogsmeade|Ottery St. Catchpole|Little Hangleton
Entertainment: Video Games,multiple,hard,"In Terraria, which debuff does the ankh charm not provide immunity to?",Venom,Cursed|Bleeding|Slow,Venom|Cursed|Bleeding|Slow
Sports,multiple,medium,Why was The Green Monster at Fenway Park was originally built?,To prevent viewing games from outside the park.,To make getting home runs harder.|To display advertisements.|To provide extra seating.,To prevent viewing games from outside the park.|To make getting home runs harder.|To display advertisements.|To provide extra seating.
Entertainment: Books,multiple,hard,"In the Magic: The Gathering universe, the Fallen Empires expansion takes place on which continent?",Sarpadia,Otaria|Terisiare|Shiv,Sarpadia|Otaria|Terisiare|Shiv
Entertainment: Japanese Anime & Manga,multiple,easy,"In the 2012 animated film ""Wolf Children"", what are the names of the wolf children?",Ame & Yuki,Hana & Yuki|Ame & Hana|Chuck & Anna,Ame & Yuki|Hana & Yuki|Ame & Hana|Chuck & Anna
Geography,multiple,easy,The body of the Egyptian Sphinx was based on which animal?,Lion,Bull|Horse|Dog,Lion|Bull|Horse|Dog
Entertainment: Video Games,multiple,easy,"In the fighting game ""Skullgirls,"" which character utilizes a folding chair called the ""Hurting"" as a weapon?",Beowulf,Big Band|Squigly|Cerebella,Beowulf|Big Band|Squigly|Cerebella
Entertainment: Video Games,multiple,medium,"What is the name of the virus in ""Metal Gear Solid 1""?",FOXDIE,FOXENGINE|FOXALIVE|FOXKILL,FOXDIE|FOXENGINE|FOXALIVE|FOXKILL
Entertainment: Television,multiple,medium,"The first half-hour CGI cartoon, ReBoot, aired on which year?",1994,1993|1998|1999,1994|1993|1998|1999
General Knowledge,multiple,medium,"What is the Portuguese word for ""Brazil""?",Brasil,Brazil|Brasilia|Brasíl,Brasil|Brazil|Brasilia|Brasíl
Entertainment: Television,multiple,easy,"In Game of Thrones, what continent lies across the Narrow Sea from Westeros?",Essos,Easteros|Westereast|Esuntos,Essos|Easteros|Westereast|Esuntos
Entertainment: Television,multiple,hard,What's Dr. Doofenshmirtz first name?,Heinz,Hans|Hank|Heidi,Heinz|Hans|Hank|Heidi
General Knowledge,multiple,easy,"According to the nursery rhyme, what fruit did Little Jack Horner pull out of his Christmas pie?",Plum,Apple|Peach|Pear,Plum|Apple|Peach|Pear
Entertainment: Musicals & Theatres,multiple,medium,In which Shakespearean play will you find the suicide of Ophelia?,Hamlet,Macbeth|Othello|King Lear,Hamlet|Macbeth|Othello|King Lear
Science & Nature,multiple,medium,What is the largest living organism currently known to man?,Honey Fungus,Blue Whale|Redwood Tree|The Coral Reef,Honey Fungus|Blue Whale|Redwood Tree|The Coral Reef
History,multiple,medium,Who tutored Alexander the Great?,Aristotle,Socrates|Plato|King Philip,Aristotle|Socrates|Plato|King Philip
Entertainment: Video Games,multiple,medium,What is the name of the island introduced in the ARMA III: APEX expansion pack?,Tanoa,Altis|Stratis|Malden,Tanoa|Altis|Stratis|Malden
Sports,multiple,medium,Which team was the 2015-2016 NBA Champions?,Cleveland Cavaliers,Golden State Warriors|Toronto Raptors|Oklahoma City Thunders,Cleveland Cavaliers|Golden State Warriors|Toronto Raptors|Oklahoma City Thunders
General Knowledge,multiple,easy,"When one is ""envious"", they are said to be what color?",Green,Red|Blue|Yellow,Green|Red|Blue|Yellow
Entertainment: Music,multiple,easy,"The band Muse released their first album, Showbiz, in what year?",1999,1998|2000|2001,1999|1998|2000|2001
Entertainment: Video Games,multiple,medium,"Excluding their instructor, how many members of Class VII are there in the game ""Legend of Heroes: Trails of Cold Steel""?",9,6|10|3,9|6|10|3
Entertainment: Japanese Anime & Manga,multiple,hard,Who was the Author of the manga Monster Hunter Orage?,Hiro Mashima,Shin Yamamoto|Keiichi Hikami|Hirohiko Araki,Hiro Mashima|Shin Yamamoto|Keiichi Hikami|Hirohiko Araki
General Knowledge,multiple,medium,When was Hubba Bubba first introduced?,1979,1984|1972|1980,1979|1984|1972|1980
Animals,multiple,medium,What dog breed is one of the oldest breeds of dog and has flourished since before 400 BCE.,Pugs,Bulldogs|Boxers|Chihuahua,Pugs|Bulldogs|Boxers|Chihuahua
Entertainment: Video Games,multiple,medium,Which of these characters is NOT a boss in Crash Bash?,Ripper Roo,Papu Papu|Komodo brothers|Nitros Oxide,Ripper Roo|Papu Papu|Komodo brothers|Nitros Oxide
Science: Computers,multiple,hard,The internet domain .fm is the country-code top-level domain for which Pacific Ocean island nation?,Micronesia,Fiji|Tuvalu|Marshall Islands,Micronesia|Fiji|Tuvalu|Marshall Islands
Animals,multiple,medium,"What does ""hippopotamus"" mean and in what langauge?",River Horse (Greek),River Horse (Latin)|Fat Pig (Greek)|Fat Pig (Latin),River Horse (Greek)|River Horse (Latin)|Fat Pig (Greek)|Fat Pig (Latin)
History,multiple,hard,"Which country did the Eureka Rebellion, an 1856 battle against colonial rule, take place in?",Australia,India|Canada|Brazil,Australia|India|Canada|Brazil
Geography,multiple,hard,The Hunua Ranges is located in...,New Zealand,Nepal|China|Mexico,New Zealand|Nepal|China|Mexico
Entertainment: Video Games,multiple,medium,"In the Portal series of games, who was the founder of Aperture Science?",Cave Johnson,GLaDOs|Wallace Breen|Gordon Freeman,Cave Johnson|GLaDOs|Wallace Breen|Gordon Freeman
Mythology,multiple,easy,"Who in Greek mythology, who led the Argonauts in search of the Golden Fleece?",Jason,Castor|Daedalus|Odysseus,Jason|Castor|Daedalus|Odysseus
Science: Computers,multiple,medium,Nvidia's headquarters are based in which Silicon Valley city?,Santa Clara,Palo Alto|Cupertino|Mountain View,Santa Clara|Palo Alto|Cupertino|Mountain View
Entertainment: Film,multiple,medium,"In Star Wars, what's the name of the new Government created after the defeat of the Galactic Empire?",The New Republic,The Rebel Alliance|The Crimson Dawn|The First Order,The New Republic|The Rebel Alliance|The Crimson Dawn|The First Order
Entertainment: Video Games,multiple,medium,"What is the name of Cream the Rabbit's mom in the ""Sonic the Hedgehog"" series?",Vanilla,Peach|Strawberry|Mint,Vanilla|Peach|Strawberry|Mint
Entertainment: Japanese Anime & Manga,multiple,medium,"In the ""Re:Zero"" manga series, which of the following Sin Archbishops eats Rem's existence?",Ley Batenkaitos,Roy Alphard|Petelgeuse Romanee-Conti|Louis Arneb,Ley Batenkaitos|Roy Alphard|Petelgeuse Romanee-Conti|Louis Arneb
Geography,multiple,easy,Which of the following languages does NOT use the Latin alphabet?,Georgian,Turkish|Swahili|Vietnamese,Georgian|Turkish|Swahili|Vietnamese
Entertainment: Video Games,multiple,easy,"What year did the game ""Overwatch"" enter closed beta?",2015,2013|2011|2016,2015|2013|2011|2016
Entertainment: Music,multiple,easy,Which country does the band Rammstein hail from?,Germany,Austria|Armenia|Belgium,Germany|Austria|Armenia|Belgium
General Knowledge,multiple,medium,"What name represents the letter ""M"" in the NATO phonetic alphabet?",Mike,Matthew|Mark|Max,Mike|Matthew|Mark|Max
Entertainment: Music,multiple,easy,Which music publication is often abbreviated to NME?,New Musical Express,New Metro Entertainment|Next Musical Enterprise|North Manchester Express,New Musical Express|New Metro Entertainment|Next Musical Enterprise|North Manchester Express
Science & Nature,multiple,easy,Alzheimer's disease primarily affects which part of the human body?,Brain,Lungs|Skin|Heart,Brain|Lungs|Skin|Heart
Entertainment: Television,multiple,easy,"Which show is known for the songs ""You are a Pirate"", ""Cooking by the Book"" and ""We Are Number One""?",LazyTown,Sofia the First|DuckTales|Tom and Jerry,LazyTown|Sofia the First|DuckTales|Tom and Jerry
Science: Computers,multiple,easy,What does the computer software acronym JVM stand for?,Java Virtual Machine,Java Vendor Machine|Java Visual Machine|Just Virtual Machine,Java Virtual Machine|Java Vendor Machine|Java Visual Machine|Just Virtual Machine
Science: Computers,multiple,medium,What does RAID stand for?,Redundant Array of Independent Disks,Rapid Access for Indexed Devices|Range of Applications with Identical Designs|Randomized Abstract Identification Description,Redundant Array of Independent Disks|Rapid Access for Indexed Devices|Range of Applications with Identical Designs|Randomized Abstract Identification Description
Geography,multiple,medium,What island in the Canary Islands was the scene of one of the worst air disasters in history with the collision of two jumbo jets?,Tenerife,Fuerteventura|Gran Canaria|Maui,Tenerife|Fuerteventura|Gran Canaria|Maui
Entertainment: Board Games,multiple,medium,"In the Board Game, Settlers of Catan, a die roll of what number causes the Robber to attack? ",7,3|10|1,7|3|10|1
History,multiple,easy,"Which famous world leader is famed for the saying, ""Let them eat cake"", yet is rumored that he/she never said it at all?",Marie Antoinette,Czar Nicholas II|Elizabeth I|Henry VIII,Marie Antoinette|Czar Nicholas II|Elizabeth I|Henry VIII
Entertainment: Video Games,multiple,medium,Who is the main character in most of the games of the YS series?,Adol Christin ,Character doesn't have a name|Estelle Bright|Roger Wilco,Adol Christin |Character doesn't have a name|Estelle Bright|Roger Wilco
Entertainment: Video Games,multiple,medium,What is the subtitle for Gran Turismo 3?,A-Spec,Championship|Drive|Nitro,A-Spec|Championship|Drive|Nitro
Animals,multiple,easy,"By definition, where does an abyssopelagic animal live?",At the bottom of the ocean,In the desert|On top of a mountain|Inside a tree,At the bottom of the ocean|In the desert|On top of a mountain|Inside a tree
Entertainment: Film,multiple,medium,"Which famous singer was portrayed by actor Kevin Spacey in the 2004 biographical film ""Beyond the Sea""?",Bobby Darin,Louis Armstrong|Frank Sinatra|Dean Martin,Bobby Darin|Louis Armstrong|Frank Sinatra|Dean Martin
Entertainment: Television,multiple,medium,"At which university do ""The Big Bang Theory"" characters Mr. Wolowitz and Drs. Cooper, Hofstadter and Koothrappali work?",Caltech,UCLA|MIT|UC Berkeley ,Caltech|UCLA|MIT|UC Berkeley 
Entertainment: Comics,multiple,hard,"In 1978, Superman teamed up with what celebrity, to defeat an alien invasion?",Muhammad Ali,Mike Tyson|Sylvester Stallone|Arnold Schwarzenegger,Muhammad Ali|Mike Tyson|Sylvester Stallone|Arnold Schwarzenegger
Entertainment: Video Games,multiple,medium,What is the item required to summon the boss Duke Fishron in the game Terraria?,Truffle Worm,Suspicious Looking Fish|King Grasshopper|Slug,Truffle Worm|Suspicious Looking Fish|King Grasshopper|Slug
Science: Computers,multiple,medium,"The computer OEM manufacturer Clevo, known for its Sager notebook line, is based in which country?",Taiwan,United States|Germany|China (People's Republic of),Taiwan|United States|Germany|China (People's Republic of)
Entertainment: Japanese Anime & Manga,multiple,easy,"What is the name of Funny Valentine's stand in Jojo's Bizarre Adventure Part 7, Steel Ball Run?",Dirty Deeds Done Dirt Cheap,Filthy Acts Done For A Reasonable Price|Civil War|God Bless The USA,Dirty Deeds Done Dirt Cheap|Filthy Acts Done For A Reasonable Price|Civil War|God Bless The USA
General Knowledge,multiple,medium,After how many years would you celebrate your crystal anniversary?,15,20|10|25,15|20|10|25
Entertainment: Board Games,multiple,medium,"At the start of a standard game of the Monopoly, if you throw a double six, which square would you land on?",Electric Company,Water Works|Chance|Community Chest,Electric Company|Water Works|Chance|Community Chest
History,multiple,medium,In what year did Texas secede from Mexico?,1836,1838|1845|1844,1836|1838|1845|1844
Sports,multiple,hard,"Which player ""kung-fu kicked"" a Crystal Palace fan in January 1995?",Eric Cantona,David Seamen|Ashley Cole|Mark Hughes,Eric Cantona|David Seamen|Ashley Cole|Mark Hughes
Entertainment: Cartoon & Animations,multiple,easy,"In the show ""Foster's Home For Imaginary Friends"", which character had an obsession with basketball?",Wilt,Coco|Mac|Cheese,Wilt|Coco|Mac|Cheese
History,multiple,medium,"Which Nazi General was known as the ""Desert Fox""?",Erwin Rommel,Gerd von Rundstadt|Wilhelm Keitel|Heinz Guderian ,Erwin Rommel|Gerd von Rundstadt|Wilhelm Keitel|Heinz Guderian 
Science & Nature,multiple,easy,Which gas forms about 78% of the Earth’s atmosphere?,Nitrogen,Oxygen|Argon|Carbon Dioxide,Nitrogen|Oxygen|Argon|Carbon Dioxide
